gene_id	PBMC-NK-1	PBMC-NK-2	PBMC-gdT-1	PBMC-gdT-2	SRR13381427	SRR13381428	SRR13381429	SRR13381430	SRR13381431	SRR13381432	SRR13381435	SRR13381436	SRR13381438	Number5	Number6	Number9	Number13	Number16	Number17	Number20
ENSG00000223972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227232	1	2	0	0	19	8	2	6	2	1	3	2	5	1	0	0	1	0	0	0
ENSG00000278267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243485	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000186092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000238009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233750	0	1	0	0	0	0	0	0	0	4	0	0	0	2	3	0	0	0	0	1
ENSG00000268903	4	0	0	11	1	20	11	6	0	9	2	4	2	1	0	4	1	0	0	0
ENSG00000269981	2	0	0	0	4	16	15	4	3	7	3	10	4	1	0	7	1	0	0	7
ENSG00000239906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241860	1	0	1	6	2	2	0	1	1	1	0	0	0	2	0	15	2	0	0	0
ENSG00000222623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279928	8	3	0	0	0	0	2	0	0	0	0	0	0	2	3	0	4	0	3	0
ENSG00000279457	17	26	30	31	42	24	39	67	44	44	25	20	50	16	14	8	16	13	44	8
ENSG00000273874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228463	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000286448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000236679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237094	6	2	4	8	1	16	19	5	2	7	2	10	17	7	2	11	0	2	3	5
ENSG00000269732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233653	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000250575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230021	1	1	0	9	0	0	1	0	0	0	0	1	2	1	0	3	2	2	0	1
ENSG00000235146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225972	12	2701	12	23	12	8	4	5	5	5	5	5	8	7	2874	1	14	10	0	0
ENSG00000225630	1969	946	33	1876	2096	1063	1522	1307	1287	4875	3023	3026	2084	1343	1284	751	15	1152	961	933
ENSG00000237973	396	3847	386	506	319	260	362	184	363	340	363	389	504	219	3712	265	255	298	116	266
ENSG00000278791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229344	2	12	9	10	40	20	40	15	31	33	52	72	66	6	10	7	4	5	12	6
ENSG00000240409	1	7	17	4	13	11	16	5	15	20	17	30	12	7	7	7	3	1	7	1
ENSG00000248527	3668	2516	3292	2566	10577	5425	7658	5069	7787	8544	13373	13039	10765	2635	3327	2011	2350	2510	2011	4000
ENSG00000198744	16	7	11	8	107	63	93	62	106	117	92	149	119	1516	6	2	3	12	4	4
ENSG00000268663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229376	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000228327	12	12	27	24	72	101	97	108	78	73	78	83	87	6	10	11	14	29	7	9
ENSG00000223181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237491	17	9	18	32	40	35	28	51	20	30	41	27	25	7	8	23	28	9	6	9
ENSG00000285268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230092	1	2	8	7	18	13	22	16	6	7	10	1	3	2	4	1	9	14	0	0
ENSG00000177757	2	3	8	1	7	11	12	8	7	6	10	14	10	0	3	1	3	5	0	0
ENSG00000228794	184	136	208	308	161	81	153	185	93	99	283	192	288	151	167	107	111	157	88	109
ENSG00000225880	6	0	2	5	17	27	22	25	11	21	27	31	35	4	0	4	3	15	2	2
ENSG00000230368	0	1	0	8	0	0	0	0	0	0	0	0	0	4	4	18	4	2	5	4
ENSG00000234711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272438	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223764	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	3
ENSG00000187634	0	0	0	9	0	3	0	2	0	0	1	0	0	0	0	3	0	2	0	11
ENSG00000188976	1302	909	1295	1528	1285	911	1042	1197	851	769	1278	1348	1408	831	891	512	597	994	799	670
ENSG00000187961	287	201	476	463	898	871	1043	1174	835	655	585	425	645	102	171	101	172	172	106	183
ENSG00000187583	77	70	88	182	93	87	77	68	37	41	21	24	79	42	35	32	28	35	8	25
ENSG00000187642	1	0	0	0	0	0	2	2	0	2	0	0	2	0	0	0	0	0	0	0
ENSG00000272512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188290	0	0	0	0	0	0	0	1	0	0	4	1	1	1	0	0	0	0	0	0
ENSG00000187608	311	102	554	727	938	531	952	806	715	724	1006	581	660	249	232	374	306	198	108	219
ENSG00000231702	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224969	0	0	1	2	0	0	0	0	0	1	3	0	0	0	0	3	1	0	0	0
ENSG00000188157	101	35	66	146	241	176	143	124	197	140	1308	613	447	36	36	39	41	27	19	93
ENSG00000242590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217801	121	45	6	120	100	68	76	52	80	41	625	328	355	59	49	15	23	9	5	108
ENSG00000273443	28	8	7	14	4	4	10	5	18	0	170	69	88	16	17	5	1	5	0	28
ENSG00000237330	1	1	0	1	0	0	0	0	0	0	4	2	2	0	0	3	0	0	2	0
ENSG00000131591	290	267	324	613	377	411	323	416	267	308	635	478	595	173	155	117	142	169	126	176
ENSG00000285812	6	5	7	8	3	5	7	12	2	1	1	3	9	6	7	5	3	17	11	0
ENSG00000223823	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000207730	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272141	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000205231	1	0	0	0	0	1	0	0	0	0	6	4	2	0	0	5	0	2	2	0
ENSG00000162571	5	3	0	0	0	1	0	0	1	0	12	5	4	1	0	0	0	0	0	0
ENSG00000186891	1656	1374	22	45	18	14	37	14	47	4	278	234	121	734	339	47	6	12	8	137
ENSG00000186827	305	244	12	27	27	7	21	21	17	11	125	122	132	258	51	13	3	1	0	31
ENSG00000078808	3722	2681	3303	3618	2980	2512	2831	3031	2080	2258	2473	2417	2467	2948	2438	1284	1443	2239	1791	1922
ENSG00000176022	454	386	685	753	530	325	432	380	312	299	423	419	422	467	427	319	295	635	423	225
ENSG00000184163	2	2	3	10	19	14	24	27	9	27	23	16	7	0	2	6	2	11	0	0
ENSG00000260179	1	1	3	2	1	2	3	8	5	3	6	2	0	0	2	5	1	1	0	0
ENSG00000160087	1214	816	1477	1607	1337	994	937	1224	833	860	1184	1141	1217	916	775	527	709	950	757	695
ENSG00000230415	8	1	5	12	15	23	14	32	18	7	26	12	20	6	1	1	7	4	4	0
ENSG00000162572	20	12	30	41	170	227	171	174	164	164	184	182	138	8	22	21	22	0	5	10
ENSG00000131584	507	340	956	1439	1710	1755	2045	2303	1354	1378	2350	1918	2443	218	249	227	463	399	321	466
ENSG00000278073	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169972	200	150	177	253	209	155	168	176	121	134	302	286	264	101	136	66	102	162	138	125
ENSG00000127054	1660	1111	1923	2409	2751	2056	2151	2809	1875	2006	2716	2666	2935	1025	1071	669	1065	1146	974	1050
ENSG00000283712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731	47	37	55	56	55	44	59	56	49	29	62	33	65	35	35	26	53	72	39	46
ENSG00000224051	421	308	470	528	727	521	402	648	430	453	576	524	554	193	209	144	238	358	197	319
ENSG00000169962	23	26	19	16	57	51	59	73	69	40	32	18	30	5	4	2	15	4	3	27
ENSG00000107404	415	315	604	897	702	686	859	1040	634	610	1053	825	1004	286	354	237	270	287	229	289
ENSG00000284372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162576	45	34	44	50	178	150	172	115	122	145	127	102	196	15	12	10	10	16	3	23
ENSG00000175756	1071	754	1404	1268	1255	849	877	986	826	973	1447	1702	1431	690	721	334	450	787	519	440
ENSG00000223663	0	0	4	0	0	2	0	2	0	0	1	0	1	0	3	0	3	0	3	0
ENSG00000221978	2064	1527	2212	4914	5015	4758	6141	7935	4217	3318	2540	2251	3201	1073	1111	2057	2018	1608	1181	2787
ENSG00000224870	397	272	419	718	603	518	571	636	422	465	532	599	640	217	154	262	331	336	161	188
ENSG00000242485	1091	769	1405	1140	820	626	864	960	704	676	793	904	1028	744	805	477	446	703	652	471
ENSG00000264293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272455	25	12	32	34	38	36	37	59	45	33	54	61	49	14	20	16	33	6	18	28
ENSG00000235098	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000225285	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
ENSG00000179403	7	2	1	4	1	2	2	1	1	1	5	4	3	19	4	0	2	4	0	0
ENSG00000215915	10	10	9	52	32	9	5	10	9	10	8	17	16	12	17	35	14	8	9	18
ENSG00000160072	608	471	325	913	503	457	527	635	356	348	537	641	659	292	388	199	118	463	377	252
ENSG00000284740	4	1	0	11	0	1	1	1	0	0	0	7	0	0	2	2	7	0	0	0
ENSG00000197785	787	560	664	597	414	252	215	282	248	212	537	723	518	405	458	138	224	443	453	147
ENSG00000205090	3	1	4	15	19	15	11	22	10	14	9	1	10	2	0	0	10	1	1	0
ENSG00000160075	2076	1533	2831	3445	2294	1839	2025	2417	1918	2024	2115	2390	2562	1754	1505	1169	1643	2173	1746	1993
ENSG00000215014	9	6	21	7	7	6	2	8	3	7	15	9	8	19	15	20	14	8	5	40
ENSG00000274481	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594	107	113	151	200	172	113	141	170	114	113	97	112	98	38	43	43	57	78	131	68
ENSG00000286989	37	31	32	14	50	30	41	58	33	27	15	20	20	4	6	8	12	14	10	0
ENSG00000272106	36	25	51	135	138	88	109	133	67	63	50	76	105	26	28	39	47	33	43	48
ENSG00000197530	241	242	289	745	1615	1967	2372	2530	1662	1542	915	880	1146	99	136	201	244	177	169	280
ENSG00000189409	0	0	0	0	5	3	12	13	6	9	1	4	3	3	0	0	0	0	0	0
ENSG00000248333	874	569	901	1124	1412	988	1389	1153	812	901	1240	1130	1000	661	606	425	627	1002	664	687
ENSG00000272004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189339	1193	877	1117	3717	3252	2556	3884	3780	2187	2810	1558	1148	1989	569	548	971	1370	822	522	1813
ENSG00000269737	60	51	84	138	149	224	338	769	162	437	82	115	400	25	29	72	95	106	77	207
ENSG00000215914	0	0	0	0	0	4	1	2	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000008128	51	75	69	115	332	273	323	330	176	203	199	207	233	37	61	10	56	49	5	84
ENSG00000268575	48	17	30	62	169	161	94	202	75	75	91	95	133	26	26	25	21	37	14	43
ENSG00000227775	13	7	5	24	89	76	73	96	64	47	38	43	51	6	4	4	16	6	3	23
ENSG00000215790	124	163	629	453	475	1529	1464	1533	774	381	258	697	893	250	235	425	682	420	200	399
ENSG00000008130	1348	900	1387	2091	1909	1664	1947	2220	1526	1444	1071	1344	1366	842	944	610	834	821	662	907
ENSG00000078369	13414	8984	15621	13941	8772	6817	5991	7039	5306	5625	8955	9176	8605	10330	9608	6277	8296	13775	9840	8616
ENSG00000231050	4	2	3	0	16	1	2	1	3	3	7	4	5	1	1	1	1	0	3	0
ENSG00000169885	9	0	0	10	1	5	13	15	10	6	1	5	6	0	1	0	2	0	0	2
ENSG00000178821	0	0	1	0	5	0	1	0	0	0	0	0	1	0	1	0	0	0	0	9
ENSG00000142609	0	2	2	7	0	0	0	0	0	1	0	0	2	8	6	21	6	7	22	4
ENSG00000233542	0	0	1	2	0	0	0	1	0	1	0	0	0	0	3	8	0	2	6	0
ENSG00000187730	1	1	0	1	0	0	0	0	0	0	0	0	0	2	4	7	0	20	8	13
ENSG00000226969	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000067606	73	44	110	139	275	176	192	313	202	112	81	62	133	100	113	124	149	100	99	116
ENSG00000271806	1	1	5	1	11	2	1	4	2	1	8	2	19	2	2	5	2	5	1	0
ENSG00000182873	14	4	28	36	87	49	53	78	37	22	42	29	43	18	10	13	25	11	11	23
ENSG00000162585	474	402	535	848	1102	846	953	887	731	707	949	878	805	198	265	303	319	350	245	263
ENSG00000234396	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000157933	1336	1064	2770	4686	2273	1661	2065	2162	1280	955	1627	1389	2304	1700	1652	3787	3962	2735	2393	1528
ENSG00000287356	0	3	8	17	11	6	3	7	19	3	18	9	15	7	9	11	3	16	5	12
ENSG00000116151	66	39	94	126	116	110	93	165	74	104	78	88	121	34	34	42	54	49	31	43
ENSG00000272161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269896	10	9	12	15	45	18	19	18	21	9	6	5	18	2	6	5	6	11	1	0
ENSG00000272420	5	0	5	6	3	0	4	6	4	2	0	0	5	4	2	16	15	5	6	3
ENSG00000157916	2455	1681	2957	3598	2555	2350	2338	2820	1897	2001	1575	1955	1988	2056	1876	1174	1776	2538	1686	1690
ENSG00000157911	125	82	96	168	165	87	107	111	99	80	150	158	151	44	49	43	76	74	75	61
ENSG00000149527	455	601	487	1635	2569	2496	1996	2641	1020	1639	609	368	498	225	226	339	288	139	44	492
ENSG00000224387	1	1	2	22	19	13	11	20	5	13	1	5	5	2	4	2	0	0	0	0
ENSG00000229393	8	3	0	7	22	20	17	23	16	12	3	2	3	0	0	1	0	3	0	0
ENSG00000157881	633	410	1078	1157	1231	1041	1082	1227	1031	910	1299	1339	1570	452	472	482	721	687	462	735
ENSG00000197921	0	0	0	0	0	0	2	0	1	0	1	3	3	0	3	0	0	0	0	0
ENSG00000272449	20	23	59	87	127	141	158	196	120	97	46	49	115	14	16	36	40	15	21	0
ENSG00000238164	468	422	443	799	1424	1036	909	1024	801	916	436	455	837	183	214	303	293	239	125	241
ENSG00000157873	1189	793	2201	5928	4562	4802	5647	6609	3516	3462	2652	2109	4043	674	703	1850	1298	1270	769	1350
ENSG00000225931	1	5	5	12	24	22	14	15	4	6	6	11	23	6	1	7	1	1	4	12
ENSG00000228037	1	1	3	32	17	14	10	14	3	2	24	18	43	0	2	11	11	0	3	0
ENSG00000157870	407	278	639	1106	729	468	555	623	434	402	569	485	885	193	212	451	437	441	466	323
ENSG00000142606	0	0	1	0	7	0	0	2	0	0	0	3	12	1	0	0	0	4	3	0
ENSG00000237058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215912	13	12	39	65	55	45	37	42	48	25	33	36	47	4	6	28	17	20	20	14
ENSG00000285945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233234	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0
ENSG00000287396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284745	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000177133	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	3	0	0
ENSG00000142611	1	0	2	4	0	0	0	0	0	3	24	2	15	2	2	8	1	0	0	1
ENSG00000283572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279839	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	3	0
ENSG00000272235	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130762	0	0	0	0	3	1	1	0	0	1	0	0	0	1	0	0	0	2	0	0
ENSG00000272088	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162591	0	0	32	422	1121	338	196	244	45	58	370	171	464	0	1	149	310	77	38	6
ENSG00000207776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238260	1	0	6	18	32	37	33	40	22	30	10	14	14	2	1	5	9	0	1	2
ENSG00000158109	581	461	798	1376	1018	933	911	999	715	670	367	451	453	467	395	734	700	600	445	938
ENSG00000116213	760	452	918	1137	1045	865	970	1100	753	702	781	772	883	426	493	353	413	539	335	477
ENSG00000078900	547	277	295	117	229	104	55	16	39	56	41	90	18	231	311	29	91	149	214	109
ENSG00000227589	2	0	0	7	0	0	0	0	0	0	0	3	0	2	3	16	3	5	3	13
ENSG00000235131	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000227372	256	184	236	522	581	359	527	553	489	404	516	408	537	109	152	226	180	214	139	230
ENSG00000276189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162592	0	1	1	1	0	1	0	0	0	0	0	0	0	5	0	2	9	0	4	0
ENSG00000235169	0	1	0	0	3	1	5	9	6	10	4	1	1	0	0	2	0	0	0	0
ENSG00000130764	927	675	1132	1451	1029	829	815	1029	763	775	693	807	897	647	704	540	715	976	667	663
ENSG00000266075	1	0	1	2	1	0	7	2	2	0	0	0	8	4	0	3	4	3	3	0
ENSG00000272153	16	9	23	44	79	35	26	43	17	21	20	24	25	15	10	10	21	12	24	23
ENSG00000116198	1034	820	1554	1885	1392	1308	1246	1543	967	985	934	797	1043	945	795	837	1077	1269	972	980
ENSG00000169598	226	213	306	535	336	396	364	435	256	339	194	225	280	243	181	209	250	207	137	297
ENSG00000198912	614	423	690	813	510	558	532	572	446	425	445	602	548	508	368	325	489	693	465	464
ENSG00000236423	9	3	11	3	1	18	8	6	8	19	12	7	16	16	9	12	19	7	4	10
ENSG00000233304	2	4	2	1	0	0	0	0	0	0	0	0	0	0	2	10	0	1	0	0
ENSG00000226374	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000284668	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0
ENSG00000284703	0	4	10	15	0	1	0	1	0	0	1	0	0	11	6	18	10	8	20	12
ENSG00000229280	0	0	3	7	0	0	0	0	0	0	0	0	0	4	8	3	3	4	0	0
ENSG00000235054	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0
ENSG00000284694	4	3	8	7	0	0	0	0	0	0	0	0	0	12	6	15	6	5	17	28
ENSG00000227169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232596	3	1	6	0	0	0	0	0	0	0	0	0	0	9	9	10	9	0	9	1
ENSG00000196581	4	6	5	36	0	0	0	0	0	0	18	0	0	30	28	56	26	14	25	29
ENSG00000287586	2	1	0	2	0	0	0	0	0	0	0	0	0	2	2	2	1	0	3	5
ENSG00000284739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284674	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000231510	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	1	3
ENSG00000284616	1	4	5	25	0	0	0	0	0	0	0	0	0	5	5	10	5	9	12	6
ENSG00000284692	1	2	8	3	0	0	0	0	0	0	0	0	0	9	6	12	8	2	6	4
ENSG00000284666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283356	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
ENSG00000236948	1	2	5	3	0	2	4	9	0	3	2	3	0	1	2	3	2	5	4	10
ENSG00000264341	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264101	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0
ENSG00000131697	538	363	725	433	345	243	286	275	318	295	793	844	780	327	300	119	221	378	260	251
ENSG00000069424	9196	6656	13890	16053	14763	15422	10867	13768	10058	10343	15748	18308	14624	7285	6951	4299	6761	9649	7207	8042
ENSG00000116254	22	9	27	55	9	9	12	13	7	5	20	17	19	39	16	19	11	34	23	32
ENSG00000285629	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	0	0
ENSG00000116251	601	392	603	1290	456	375	505	488	570	514	459	558	889	514	439	639	645	602	539	478
ENSG00000226944	10	3	0	9	1	2	4	2	8	2	1	8	3	0	0	8	0	0	0	3
ENSG00000158286	303	221	66	339	385	165	1102	441	257	224	360	423	484	149	196	587	26	145	162	131
ENSG00000116237	3753	2347	3894	3382	1709	1242	1181	1198	1226	1118	1899	2332	1935	3336	2774	1357	2410	4106	3531	1801
ENSG00000225077	24	8	22	31	8	8	6	0	3	7	9	22	3	24	22	27	10	13	25	10
ENSG00000173673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	3
ENSG00000158292	25	34	56	56	26	37	113	49	80	54	14	17	16	27	69	9	4	15	1	68
ENSG00000097021	1656	1019	1913	1147	533	277	165	160	350	330	1101	1318	1116	1438	1325	227	733	1279	1071	552
ENSG00000271746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000069812	0	1	0	11	1	0	0	0	0	0	7	3	0	1	1	3	3	3	0	4
ENSG00000187017	8	6	27	250	327	181	343	338	160	107	51	51	103	5	8	141	42	33	13	87
ENSG00000265392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231868	1	0	2	0	0	3	0	2	0	0	0	1	0	0	1	4	0	0	0	1
ENSG00000215788	57	58	798	4332	3833	2341	4509	4132	1971	1528	1619	1653	3001	72	105	1643	948	794	563	1748
ENSG00000171680	2	2	41	92	65	43	107	105	79	68	60	72	131	11	10	28	23	14	30	36
ENSG00000162408	1043	736	1013	1412	1020	755	951	958	714	778	889	944	1052	725	766	699	831	1073	672	856
ENSG00000253022	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	2
ENSG00000229519	5	4	10	10	4	5	9	10	12	8	4	2	8	7	5	4	12	1	5	22
ENSG00000173662	0	0	4	0	0	0	4	2	1	3	0	0	0	0	1	0	0	0	0	0
ENSG00000204859	424	316	505	937	826	814	813	1154	634	600	550	431	614	231	288	251	337	348	257	474
ENSG00000162413	779	442	967	1535	1815	1701	1500	1983	1140	1162	868	1120	995	490	522	821	1065	870	598	843
ENSG00000116273	552	446	613	685	627	484	446	501	554	401	572	656	570	482	459	399	495	722	584	602
ENSG00000041988	235	175	279	377	339	313	248	307	232	234	346	357	301	143	197	148	209	147	71	180
ENSG00000007923	704	557	735	1030	849	623	715	819	519	517	519	679	781	541	539	404	458	606	550	431
ENSG00000228750	1	1	6	15	0	0	0	0	0	0	0	0	0	4	10	6	3	1	4	0
ENSG00000284744	1	0	3	5	0	0	0	0	0	0	0	0	0	3	4	5	3	2	2	4
ENSG00000237436	5	1	2	5	0	3	0	4	0	3	3	3	4	1	0	1	0	0	0	0
ENSG00000171735	245	166	360	379	187	157	155	141	189	138	257	274	355	321	334	162	188	227	178	192
ENSG00000227950	1	1	3	2	1	5	0	1	0	0	0	0	1	4	10	1	5	0	5	11
ENSG00000237365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207056	2	1	1	2	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0
ENSG00000237402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000237728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270171	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270035	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000049245	674	556	921	1143	768	646	605	761	578	513	495	388	559	649	623	537	703	972	784	815
