gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000203747	FCGR3A	2159.79272549501	1.71688509316987	0.0274484282591056	62.5494865120489	2.33103663043628e-15	0
ENSG00000167094	TTC16	419.588560961283	1.51277140890435	0.198242614569141	7.63090928856136	2.33103663043628e-14	1.43323787222375e-10
ENSG00000196139	AKR1C3	213.300717796878	1.00485103122414	0.141539257163255	7.09945107359948	1.2525337676973e-12	5.13413591379123e-09
ENSG00000115523	GNLY	24471.2533557555	1.23562258005309	0.212417307824068	5.8169581034163	5.99281544638408e-09	1.68691995229508e-05
ENSG00000198353	HOXC4	107.17732852891	0.714436519320105	0.123299050409449	5.79433918548128	6.85907112423793e-09	1.68691995229508e-05
ENSG00000065833	ME1	237.447907416848	-1.57177994501895	0.274490963884608	-5.72616279521576	1.02727647873167e-08	2.10540314316056e-05
ENSG00000168329	CX3CR1	3439.32364289942	1.98786148730899	0.349728198574215	5.68401831883496	1.31566175515111e-08	2.15195285885274e-05
ENSG00000167633	KIR3DL1	565.646415352332	1.06521694527932	0.187756674913913	5.67339055065671	1.39998559574058e-08	2.15195285885274e-05
ENSG00000169896	ITGAM	3025.10440401312	0.838412626035452	0.150997340256112	5.55249929974522	2.81613845102531e-08	3.84778383691759e-05
ENSG00000108370	RGS9	982.333786835028	0.508462116811576	0.0929313897571548	5.471371063537	4.46567179586459e-08	5.05546877402716e-05
ENSG00000162630	B3GALT2	412.149065408859	-1.39013426223653	0.254177870101233	-5.46913962920088	4.52225392488402e-08	5.05546877402716e-05
ENSG00000125864	BFSP1	69.7277684687029	1.01889071547875	0.189774270344502	5.36896131192668	7.91914035602024e-08	8.11513907983174e-05
ENSG00000150687	PRSS23	179.297951973998	1.21888149115993	0.23108557609771	5.2745892311537	1.33053768175088e-07	0.000125858629788389
ENSG00000167851	CD300A	2499.85095381895	0.734745526351611	0.140660426175711	5.22354116454743	1.75533420075528e-07	0.000154181033333483
ENSG00000104972	LILRB1	184.51153121685	1.4554663493102	0.281283777351129	5.17437003661016	2.28681218388416e-07	0.000187472862834823
ENSG00000157870	PRXL2B	527.186875857701	-0.212223424210479	0.0416378146928172	-5.09689151018507	3.45276067582606e-07	0.000240032201688685
ENSG00000171476	HOPX	4323.00067273611	0.34228742986743	0.0671947001417112	5.09396468985736	3.50652101840455e-07	0.000240032201688685
ENSG00000173930	SLCO4C1	229.763220499348	1.03105129964959	0.202421469955109	5.09358666290805	3.51352332308395e-07	0.000240032201688685
ENSG00000139737	SLAIN1	618.202326126129	0.249772595496933	0.0499615213434363	4.99929923630613	5.75390476387339e-07	0.000363033634391095
ENSG00000154734	ADAMTS1	275.698698604512	1.12457598386693	0.225574123299729	4.9853944566712	6.18355270752813e-07	0.000363033634391095
ENSG00000167912	AC090152.1	156.29814341276	0.511093080614829	0.10269419404867	4.97684494580681	6.46290513082274e-07	0.000363033634391095
ENSG00000112419	PHACTR2	1525.74029800641	-0.369902819419585	0.0743390338849731	-4.97588951710008	6.49486863186476e-07	0.000363033634391095
ENSG00000243772	KIR2DL3	155.601445459544	1.23568828034965	0.250045833047698	4.94184712173921	7.73858872479005e-07	0.000413745328472797
ENSG00000143842	SOX13	144.276211027809	0.995938501691048	0.2023613643016	4.921584241776	8.58464349389575e-07	0.000439855671018484
ENSG00000145287	PLAC8	317.172792701118	0.728377068094557	0.148496858593584	4.90499984304737	9.34274140146089e-07	0.000459550764055058
ENSG00000205336	ADGRG1	792.350357664942	1.68791082942752	0.344803865484949	4.89527815198233	9.81667792589248e-07	0.000464291109441153
ENSG00000164398	ACSL6	234.600005676593	-0.572271976610692	0.118641241115728	-4.82355015194484	1.4102528626404e-06	0.000642291831551443
ENSG00000137441	FGFBP2	2288.30278798079	1.54234288269219	0.332281174668623	4.64167999956763	3.45587781183417e-06	0.00150706331277004
ENSG00000177685	CRACR2B	130.636972704715	0.60200868294436	0.129858367490163	4.63588673244305	3.55410555991959e-06	0.00150706331277004
ENSG00000180644	PRF1	19621.3511338601	0.359656484422188	0.0786847026887971	4.57085649601615	4.85734836963679e-06	0.00199102709671412
ENSG00000117691	NENF	297.384896153009	0.276465035509216	0.0615491240861625	4.4917785527247	7.06308438146728e-06	0.00278398225526281
ENSG00000113721	PDGFRB	360.873890716317	0.94018293472573	0.209711895182612	4.48321223699325	7.35277339974465e-06	0.00278398225526281
ENSG00000114013	CD86	96.9409509628384	1.23442767862258	0.275553740038574	4.47980738149217	7.47104289043447e-06	0.00278398225526281
ENSG00000196388	INCA1	60.835467846571	-0.439022325265286	0.0981964114825078	-4.47085915500579	7.790599395486e-06	0.00281767649312622
ENSG00000225720	AL031846.1	405.486284600543	0.594536138133001	0.133826767159691	4.44258014111304	8.88865094786358e-06	0.00312296402016796
ENSG00000198846	TOX	805.304775272815	0.550837927224765	0.12638170441762	4.3585258622922	1.30941450694356e-05	0.00447274171996803
ENSG00000158711	ELK4	2836.32981012955	-0.17888075681933	0.0411709357964474	-4.3448309677422	1.39382948635912e-05	0.00463241113344815
ENSG00000137801	THBS1	372.04118808839	-0.67769945160421	0.157163306226886	-4.31207174164344	1.61731935013751e-05	0.00523373053911604
ENSG00000123130	ACOT9	801.5112460605	0.205241193919039	0.0482816730810854	4.25091304467333	2.12900819174846e-05	0.00671292659844379
ENSG00000151729	SLC25A4	142.172960636104	0.332133905096346	0.0785688277649674	4.2272987206822	2.3651358302898e-05	0.00727101882626841
ENSG00000167123	CERCAM	50.7559572654554	0.803164271457263	0.192409776966485	4.17423835794563	2.98984602985908e-05	0.00896735039736028
ENSG00000134198	TSPAN2	105.111356805432	1.10247683489851	0.266892584489358	4.13078856052842	3.6152098359589e-05	0.0105848179411397
ENSG00000186687	LYRM7	641.804052329217	-0.247192477505488	0.059963963256862	-4.12235055989566	3.75025899917329e-05	0.01072486858438
ENSG00000120910	PPP3CC	1302.91597781423	0.161521380985498	0.0392745739445824	4.11261955924486	3.91194758597752e-05	0.0107766070472661
ENSG00000106460	TMEM106B	1019.1827861865	-0.216804907597743	0.0527408584457115	-4.11075803441671	3.94362297411542e-05	0.0107766070472661
ENSG00000147443	DOK2	2852.23323972634	0.197819302351545	0.04843215084181	4.08446246786903	4.41789661425629e-05	0.011810190144676
ENSG00000101224	CDC25B	7746.61213075082	0.464872642439851	0.116215349353967	4.00009676023044	6.33165897906291e-05	0.0160084688659314
ENSG00000122223	CD244	1658.87348623334	0.344735608936724	0.0862126511571459	3.99866613901422	6.37004595248192e-05	0.0160084688659314
ENSG00000125868	DSTN	908.897815314723	0.30340586556042	0.0758830180594714	3.99833682580513	6.37891334822022e-05	0.0160084688659314
ENSG00000144290	SLC4A10	1227.85533224273	-0.719448875499163	0.180303082651285	-3.99021949552916	6.60121771671947e-05	0.0162350348524999
